sweep,structured_freq,oscillatory_amplitude,mean_abs_error,max_abs_error,visibility,dominant_freq_direct_raw,dominant_freq_quantum_raw,dominant_freq_direct_detrended,dominant_freq_quantum_detrended,overlap_correlation
structured_freq,0.5,,0.0001999833215250685,0.00037015627898706605,0.4596798819735113,0.0,0.0,0.1983333333333333,0.1983333333333333,0.9999999820196778
structured_freq,1.0,,0.000732756796743017,0.0014936641360411285,0.4596798819735113,0.0,0.0,0.2975,0.2975,0.99999996131421
structured_freq,2.0,,0.0029947231463740565,0.0059301102700679564,0.4596798819735113,0.0,0.0,0.595,0.595,0.9999958424503165
structured_freq,3.0,,0.006836536122743094,0.013249327029447366,0.45969767985938503,0.0,0.0,0.9916666666666665,0.9916666666666665,0.9999720267844647
structured_freq,5.0,,0.01874792996838052,0.03610000881641784,0.45968184167939785,0.0,0.0,1.5866666666666664,1.5866666666666664,0.9999964978794336
oscillatory_amplitude,3.0,0.1,0.006814267430812537,0.014207873306083862,0.5462322193701328,0.0,0.0,0.9916666666666665,0.9916666666666665,0.9999706041298537
oscillatory_amplitude,3.0,0.5,0.0065378294514476945,0.016657686798110957,0.9290622126323699,0.0,0.0,0.2975,0.2975,0.9999616047049098
oscillatory_amplitude,3.0,1.0,0.09982997167419398,0.815838734820385,1.4159543518022044,0.0,0.0,0.2975,0.2975,0.9140318649418497
oscillatory_amplitude,3.0,2.0,0.4832236188314524,1.9769986350328028,1.9899596109714421,0.2975,0.0,0.2975,0.9916666666666665,0.29376296199608265
