noise_strength,best_gamma,rmse_full,rmse_initial,long_time_difference,oscillation_residual,residual_peak_to_peak,tdf_final_coherence,lindblad_final_coherence,initial_decay_slope_tdf,initial_decay_slope_lindblad,n_ensemble
0.1,0.011040201005025126,0.09316567118580436,0.01516043110578796,0.1651714790111668,0.05801670996989638,0.19910622659240695,0.969668064884394,0.8044965858732273,-0.002275469444022444,-0.021606096341804448,40
0.5,0.2620452261306533,0.43468806790084413,0.1872021405118088,0.5239760114792493,0.2454444810887963,1.1387575844768185,0.529713205170198,0.005737193690948673,-0.04775348101065749,-0.3212157796486182,40
1.0,1.0,0.17830593942545633,0.2691171400168935,0.13782076246501807,0.15814488548840255,1.0811974818403758,0.1378207671816512,4.716633142749677e-09,-0.05042740524606418,-0.4072134305798421,40
2.0,1.0,0.18915027613066096,0.28211698033964905,0.18493666042778703,0.16643608901784507,1.1897264047832294,0.18493666514442017,4.716633142749677e-09,-0.034996146077913126,-0.4072134305798421,40
